Fecha_Hora,Artista,Tema
28/2/2023 13:11,Los Piojos,Globalización
28/2/2023 13:11,Los Piojos,Reggae Rojo y Negro
28/2/2023 13:01,Los Piojos,Globalización
28/2/2023 12:50,Los Piojos,Vine Hasta Aquí
28/2/2023 12:36,Los Piojos,Media Caña
28/2/2023 12:36,Los Piojos,Fijate
28/2/2023 12:36,Los Piojos,La Luna y la Cabra
28/2/2023 12:36,Los Piojos,Ruleta
28/2/2023 12:36,Los Piojos,Mi Babe
28/2/2023 12:36,Los Piojos,Morella
28/2/2023 12:36,Los Piojos,Globalización
28/2/2023 12:36,Los Piojos,Reggae Rojo y Negro
28/2/2023 12:35,Los Piojos,Media Caña
28/2/2023 12:30,Los Piojos,Mi Babe
28/2/2023 12:29,Los Piojos,Media Caña
28/2/2023 12:09,Los Piojos,La Luna y la Cabra
28/2/2023 12:09,Los Piojos,Morella
28/2/2023 12:06,Los Piojos,Ruleta
28/2/2023 12:02,Los Piojos,Reggae Rojo y Negro
28/2/2023 11:58,Los Piojos,Fijate
28/2/2023 11:54,Los Piojos,Globalización
28/2/2023 11:53,Los Piojos,Vine Hasta Aquí
28/2/2023 11:49,Los Piojos,Luz de Marfil
28/2/2023 11:43,Los Piojos,Labios de Seda
28/2/2023 11:39,Los Caballeros De La Quema,El Culo del Asunto / La Rubia Tarada / Los Viejos Vinagres (En Vivo)
28/2/2023 11:39,Los Caballeros De La Quema,Mal
26/2/2023 00:03,Los Caballeros De La Quema,El Culo del Asunto / La Rubia Tarada / Los Viejos Vinagres (En Vivo)
25/2/2023 23:53,Los Caballeros De La Quema,Me Sobás la Espalda (Viuda Negra)
25/2/2023 23:48,Los Caballeros De La Quema,Zapping
25/2/2023 23:45,Los Caballeros De La Quema,Hola Frank
25/2/2023 23:41,Los Caballeros De La Quema,Perreras (En Vivo)
25/2/2023 23:36,Los Caballeros De La Quema,Nueve Días
25/2/2023 23:34,Los Caballeros De La Quema,Me Vuelvo a Morón
25/2/2023 23:30,Los Caballeros De La Quema,Los Tipos Duros No Bailan
25/2/2023 23:27,Los Caballeros De La Quema,Domingo Muerto / Todos Decimos Nada / No Hay (En Vivo)
25/2/2023 23:21,Los Caballeros De La Quema,Buenos Aires Esquina Vietnam
25/2/2023 23:17,Los Caballeros De La Quema,Faisán
25/2/2023 23:13,Los Caballeros De La Quema,No Hay
25/2/2023 23:09,Los Caballeros De La Quema,Jodido Noviembre (En Vivo Provincia Emergente)
25/2/2023 23:04,Los Caballeros De La Quema,Con el Agua en los Pies
25/2/2023 23:03,Los Caballeros De La Quema,Casi Nadie (Versión Oculta)
25/2/2023 22:58,Los Caballeros De La Quema,Celofán
25/2/2023 22:54,Los Caballeros De La Quema,Primavera Negra (En Vivo Provincia Emergente)
25/2/2023 22:51,Los Caballeros De La Quema,By
25/2/2023 22:51,Los Caballeros De La Quema,Malvenido
25/2/2023 22:51,Los Caballeros De La Quema,Carlito
25/2/2023 22:46,Los Caballeros De La Quema,Pejerrey (En Vivo Provincia Emergente)
25/2/2023 22:43,Los Caballeros De La Quema,Todo Tan Raro
25/2/2023 22:39,Los Caballeros De La Quema,De Mala Muerte
25/2/2023 22:35,Los Caballeros De La Quema,Mientras Haya Luces de Bar
25/2/2023 22:27,Los Caballeros De La Quema,Que Pasa En el Barrio (En Vivo Provincia Emergente)
25/2/2023 22:22,Los Caballeros De La Quema,Rómulo y Remo
25/2/2023 22:17,Los Caballeros De La Quema,Huelga de Princesas
25/2/2023 22:13,Los Caballeros De La Quema,Todos Atrás y Dios de 9 (En Vivo)
25/2/2023 22:09,Los Caballeros De La Quema,Cuatro de Copas (En Vivo Provincia Emergente)
25/2/2023 22:04,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
25/2/2023 21:59,Los Caballeros De La Quema,No Chamuyes
25/2/2023 21:54,Los Caballeros De La Quema,Mientras Haya Luces del Bar (En Vivo Provincia Emergente)
25/2/2023 21:51,Los Caballeros De La Quema,Patri
25/2/2023 21:47,Los Caballeros De La Quema,Hasta Estallar
25/2/2023 21:43,Los Caballeros De La Quema,Otro Jueves Cobarde (feat. Joaquín Sabina)
25/2/2023 21:38,Los Caballeros De La Quema,Oxidado
25/2/2023 21:30,Los Caballeros De La Quema,Fulanos de Nadie
25/2/2023 21:25,Los Caballeros De La Quema,Sapo de Otro Pozo
25/2/2023 21:21,Los Caballeros De La Quema,Avanti Morocha
25/2/2023 21:15,Los Caballeros De La Quema,Sapo de Otro Pozo
25/2/2023 21:13,Los Caballeros De La Quema,Avanti Morocha
25/2/2023 21:07,Los Caballeros De La Quema,Avanti Morocha
25/2/2023 16:14,Divididos,Nene de Antes
25/2/2023 16:02,Los Auténticos Decadentes,Gente Que No (with Todos Tus Muertos) - Remasterized 2001
25/2/2023 16:02,Bersuit Vergarabat,El Viejo De Arriba
25/2/2023 16:01,Los Piojos,Pistolas
25/2/2023 16:01,Sumo,Debede
25/2/2023 15:58,Los Rodriguez,Copa rota
25/2/2023 15:58,Ratones Paranoicos,La Avispa
25/2/2023 15:58,Divididos,El Arriero
25/2/2023 15:57,Los Piojos,Desde Lejos No Se Ve
25/2/2023 15:57,Sumo,Nextweek
25/2/2023 15:57,Patricio Rey y sus Redonditos de Ricota,El Infierno Está Encantador Esta Noche
25/2/2023 15:51,Viejas Locas,Aunque A Nadie Ya Le Importe
25/2/2023 15:51,Los Rodriguez,A los ojos
25/2/2023 15:40,La Portuaria,Selva
25/2/2023 15:39,Divididos,Cielito Lindo
25/2/2023 15:26,Sumo,Regtest
25/2/2023 15:17,Los Piojos,Todo Pasa
25/2/2023 15:17,Pappo's Blues,Trabajando en el Ferrocarril
25/2/2023 15:16,Los Rodriguez,Aquí no podemos hacerlo
25/2/2023 15:16,Los Piojos,El Farolito
25/2/2023 15:16,Las Pelotas,Ya Lo Sabés
25/2/2023 15:16,Sumo,Lo Quiero Ya
25/2/2023 15:16,Divididos,Dame Un Limón
25/2/2023 15:08,Los Rodriguez,Diez años después
25/2/2023 15:08,Ratones Paranoicos,Juana de Arco
25/2/2023 15:07,Pappo's Blues,Ruta 66
25/2/2023 15:07,Divididos,La Flor Azul
25/2/2023 15:07,Intoxicados,Volver a Casa
25/2/2023 13:03,Divididos,La Flor Azul
25/2/2023 12:47,Los Piojos,Muévelo
25/2/2023 12:43,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
25/2/2023 12:40,Divididos,El 38
25/2/2023 12:40,Los Rodriguez,Para no olvidar
25/2/2023 12:40,Indio Solari,El Callejón de los Milagros
25/2/2023 12:40,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor
25/2/2023 12:40,Las Pelotas,Capitán América
25/2/2023 12:40,Los Piojos,Yira Yira
25/2/2023 12:40,Sumo,No Tan Distintos
25/2/2023 12:39,Los Piojos,Ruleta
25/2/2023 12:39,La Renga,Veneno
25/2/2023 12:39,Divididos,Ortega Y Gases
25/2/2023 12:39,Pappo's Blues,Tomé Demasiado
25/2/2023 12:35,Charly García,Ojos De Video Tape
25/2/2023 12:35,Charly García,Asesíname
25/2/2023 12:35,Charly García,Primavera
25/2/2023 12:35,Charly García,Say No More
25/2/2023 12:35,Charly García,Otro
25/2/2023 12:35,Charly García,Superhéroes
25/2/2023 12:35,Charly García,Fantasy
25/2/2023 12:35,Charly García,Plateado Sobre Plateado (Huellas En El Mar)
25/2/2023 12:35,Charly García,Demoliendo Hoteles
25/2/2023 12:35,Charly García,Yendo De La Cama Al Living - Live
25/2/2023 12:35,Mercedes Sosa,Cuchillos
25/2/2023 12:35,Sui Generis,Nena (En Vivo)
25/2/2023 12:34,Charly García,No Se Va A Llamar Mi Amor
25/2/2023 12:34,Charly García,Dos Cero Uno
25/2/2023 12:34,Sui Generis,Rasguña las Piedras
25/2/2023 12:34,Sui Generis,Necesito
25/2/2023 12:34,Charly García,Filosofía Barata y Zapatos de Goma
25/2/2023 12:34,Charly García,Mientes
25/2/2023 12:34,Charly García,El fantasma de Canterville
25/2/2023 12:34,Charly García,Chipi Chipi - Live
25/2/2023 12:34,Charly García,Lluvia
25/2/2023 12:34,Charly García,Fanky - Live
25/2/2023 12:34,Serú Girán,Cinema Verité
25/2/2023 12:34,Serú Girán,Canción De Alicia En El País - Remastered 2012
25/2/2023 12:34,Charly García,Rap de las Hormigas
25/2/2023 12:34,Charly García,La Ruta del Tentempié
25/2/2023 12:34,Charly García,Rezo Por Vos - Live
25/2/2023 12:34,Charly García,Piano Bar
25/2/2023 12:34,Charly García,Ella Es Tan Kubrick
25/2/2023 12:34,Sui Generis,El Fantasma de Canterville (En Vivo)
25/2/2023 12:34,Serú Girán,Eiti-Leda (Remasterizado 2021)
25/2/2023 12:33,Charly García,Tu Amor
25/2/2023 12:33,Charly García,De Mí
25/2/2023 12:30,Charly García,Los Dinosaurios
25/2/2023 12:30,Charly García,Yendo De La Cama Al Living
25/2/2023 12:30,Charly García,Cerca De La Revolucion - Live
25/2/2023 12:30,Sui Generis,Canción para Mi Muerte
25/2/2023 12:28,Charly García,Promesas Sobre El Bidet - Live
25/2/2023 12:25,Charly García,Yo No Quiero Volverme Tan Loco
25/2/2023 12:25,Charly García,La Máquina de Ser Feliz
25/2/2023 12:25,Charly García,Me Siento Mucho Mejor
25/2/2023 12:25,Charly García,Fanky
25/2/2023 12:25,Serú Girán,Seminare (Remasterizado 2021)
25/2/2023 12:22,Charly García,Rezo por Vos
25/2/2023 12:22,Charly García,No Me Dejan Salir
25/2/2023 12:17,Charly García,No Voy en Tren
25/2/2023 12:16,Charly García,No Voy en Tren
25/2/2023 12:16,Charly García,Demoliendo Hoteles
25/2/2023 12:16,Charly García,Tu Amor
25/2/2023 12:16,Charly García,Hablando a Tu Corazón
25/2/2023 12:14,Charly García,Encuentro Con El Diablo
25/2/2023 12:14,Charly García,Nos Siguen Pegando Abajo
25/2/2023 12:13,Charly García,Influencia
25/2/2023 11:59,Charly García,I'm Not In Love
25/2/2023 11:58,Charly García,Tu Vicio
25/2/2023 11:54,La Chilinga,Azabache
25/2/2023 11:54,La Chilinga,Prendeme la Vela
25/2/2023 11:51,La Chilinga,Chinga Chilinga
25/2/2023 11:47,La Chilinga,Toque para Oxum
24/2/2023 19:59,La Renga,Oscuro diamante
24/2/2023 19:37,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
24/2/2023 19:37,Viejas Locas,Homero
24/2/2023 19:37,Árbol,La Vida
24/2/2023 19:37,Bersuit Vergarabat,El Viejo De Arriba
24/2/2023 19:34,Los Piojos,Civilización
24/2/2023 19:33,Don Osvaldo,Acordate
24/2/2023 19:33,La Renga,Voy A Bailar A La Nave Del Olvido - Live
24/2/2023 19:28,Ratones Paranoicos,La Avispa
24/2/2023 19:28,Fito Paez,Polaroid De Locura Ordinaria
24/2/2023 19:28,Viejas Locas,Adrenalina
24/2/2023 19:25,Los Piojos,Ruleta
24/2/2023 19:21,Don Osvaldo,Mis Latidos
24/2/2023 19:20,La Renga,Lo Frágil De La Locura
24/2/2023 19:09,La Renga,Lo Frágil De La Locura
23/2/2023 23:57,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
23/2/2023 23:47,Indio Solari,La Oscuridad
23/2/2023 23:43,Viejas Locas,Homero
23/2/2023 23:38,Pappo's Blues,Tomé Demasiado
23/2/2023 23:36,Los Rodriguez,Para no olvidar
23/2/2023 23:33,Los Piojos,Yira Yira
23/2/2023 23:30,Sumo,No Tan Distintos
23/2/2023 23:27,Sumo,Night & Day
23/2/2023 23:21,Sumo,No Más Nada
23/2/2023 23:18,Sumo,Quiero Dinero
23/2/2023 23:15,Sumo,Fiebre (Fever)
23/2/2023 23:11,Sumo,F'you
23/2/2023 23:09,Sumo,Cuerda
23/2/2023 23:06,Sumo,Mejor No Hablar
23/2/2023 23:01,Sumo,No Acabes
23/2/2023 22:57,Sumo,Que Me Pisen
23/2/2023 22:52,Sumo,Mañana en el Abasto
23/2/2023 22:48,Sumo,Aquí Vienen Los Blue Jeans
23/2/2023 22:45,Sumo,El Reggae de Paz y Amor
23/2/2023 22:41,Sumo,Nextweek
23/2/2023 22:38,Sumo,Banderitas y Globos
23/2/2023 22:35,Sumo,Brilla Tu Luz Para Mí
23/2/2023 22:32,Sumo,Debede
23/2/2023 22:29,Sumo,Heroína
23/2/2023 22:24,Sumo,Lo Quiero Ya
23/2/2023 22:21,Sumo,Teléfonos / White Trash
23/2/2023 22:13,Sumo,El Ojo Blindado
23/2/2023 22:10,Sumo,Crua Chan
23/2/2023 22:07,Sumo,Breaking Away
23/2/2023 22:01,Sumo,Hola Frank
23/2/2023 21:58,Sumo,Pinini Reggae
23/2/2023 21:55,Sumo,Regtest
23/2/2023 21:51,Sumo,Estallando Desde el Océano
23/2/2023 21:47,Sumo,Mejor No Hablar de Ciertas Cosas
23/2/2023 21:42,Sumo,La Rubia Tarada
23/2/2023 21:39,Sumo,Los Viejos Vinagres
23/2/2023 21:35,Sumo,No Tan Distintos
22/2/2023 01:08,La Delio Valdez,Canción y Huayno
22/2/2023 00:56,Raúl Carnota,Chacarera del Pensador
22/2/2023 00:53,Mamady Keïta,Kuku
22/2/2023 00:52,La Bomba de Tiempo,Agua de Río
22/2/2023 00:49,Ipelegeng Ensemble,Wawa-Nko
22/2/2023 00:45,TOCH,Cóndor
22/2/2023 00:41,Yusa,Haiku de Paz
22/2/2023 00:39,Ricardo Vilca Y Sus Amigos,Guanuqueando
22/2/2023 00:35,Os Ritmistas Brasileiros,Tamborins
22/2/2023 00:34,La Chicana,Imposible
22/2/2023 00:32,Gustavo Pena - El Príncipe,Imaginando buenas
22/2/2023 00:26,Percussioney,Reggae Afro
22/2/2023 00:21,Juanpaio Toch,Día de Lluvia
22/2/2023 00:19,La Perla,Corte de Tambores
22/2/2023 00:18,Emir Kusturica & The No Smoking Orchestra,Looking For Luka - 'Life Is A Miracle' Original Soundtrack
22/2/2023 00:16,Campo,Zorzal
22/2/2023 00:13,Miguel Abuelo,Buen Dí
22/2/2023 00:06,Divan Gattamorta,Faltou Algo
22/2/2023 00:03,Kevin Sport,Feet Coming Forwar
22/2/2023 00:02,Mercedes Sosa,La Luna Llena (with Rubén Rada & La Chilinga)
21/2/2023 23:59,La Bomba de Tiempo,Disfrutar - En Vivo
21/2/2023 23:56,Luciano Perrone,Réco-Móla
21/2/2023 23:54,Claudio Taddei,Cositas Buenas
21/2/2023 23:50,Cachila,Llamada de Tres
21/2/2023 23:48,Kevin Sport,Deep Stretches
21/2/2023 23:46,Mamady Keïta,Kassa
21/2/2023 23:45,La Delio Valdez,Soledad
21/2/2023 23:42,La Bomba de Tiempo,Tus Ojos - En Vivo
21/2/2023 23:37,Divan Gattamorta,Tambores de Rica
21/2/2023 23:33,Lila Downs,Arenita Azul
21/2/2023 23:30,Kevin Sport,Soles of Feet Together Contractions
21/2/2023 23:29,Kevin Johansen,Dios de la Marea
21/2/2023 23:25,Pim Pau,Corazón de Maíz
21/2/2023 23:24,La Delio Valdez,Juanita Bonita
21/2/2023 23:21,Trio Candombe,Gozalo bien
21/2/2023 23:18,Alerta Pachuca,La mañá
21/2/2023 23:14,Comparsa Yambo Kenia,Candombe (Toque de Calle) 1
21/2/2023 23:13,La Chilinga,Sacateca
21/2/2023 23:11,Lalo Schifrin,Tango para Percusión
21/2/2023 23:10,Didgeridoo Haiku,Granta
21/2/2023 23:09,La Delio Valdez,La Luna y el Pescador
21/2/2023 23:06,Alerta Pachuca,El perfume
21/2/2023 23:03,Pim Pau,Kalimbus
21/2/2023 23:01,Chancha Via Circuito,Sauce
21/2/2023 22:58,La Bomba de Tiempo,Ritual - En Vivo
21/2/2023 22:57,René Aubry,My Body Is My House
21/2/2023 22:55,Oxala',The Talking Drum
21/2/2023 22:52,Alerta Pachuca,La caminadora
21/2/2023 22:49,Pim Pau,Toca el Tambor
21/2/2023 22:48,Bersuit Vergarabat,Es Importante
21/2/2023 22:45,Los Visitantes,Estaré
21/2/2023 22:41,La Chilinga,El Bosque / Oxosi
21/2/2023 22:37,La Chilinga,Muñequitos II
21/2/2023 22:35,La Chilinga,Afrotango
21/2/2023 22:31,La Chilinga,Toque para Oxum
21/2/2023 22:28,La Chilinga,Yemanyá
21/2/2023 22:25,La Chilinga,Rezo para Oxum
21/2/2023 22:24,La Chilinga,Vidala para Mi Sombra
21/2/2023 22:20,La Chilinga,Linea 457
21/2/2023 22:15,La Chilinga,Kuko Malo
21/2/2023 22:12,La Chilinga,El Pescador
21/2/2023 22:09,La Chilinga,Intro Kuko
21/2/2023 22:08,La Chilinga,Duerme Negrito
21/2/2023 22:05,La Chilinga,Bará
21/2/2023 22:02,La Chilinga,Chiruda R&B
21/2/2023 22:00,La Chilinga,Muñequitos I
21/2/2023 21:57,La Chilinga,Va Llegando
21/2/2023 16:54,Alerta Pachuca,Masaje
21/2/2023 16:40,Campo,Zorzal
21/2/2023 16:37,Candombecool,Candombe Mood
21/2/2023 16:35,Os Ritmistas Brasileiros,Tamborins
21/2/2023 16:34,La Delio Valdez,Soledad
21/2/2023 16:31,Martín Buscaglia,Qué Importa Blablablá
21/2/2023 16:26,Alerta Pachuca,MALDONADO
21/2/2023 16:23,La Bomba de Tiempo,Nada Más
21/2/2023 16:19,dj johnny maestro,Key Flow Pitch
21/2/2023 16:18,Luciano Perrone,Réco-Móla
21/2/2023 16:17,Mamady Keïta,Kuku
21/2/2023 16:16,León Gieco,Hoy Bailaré
21/2/2023 16:10,La Delio Valdez,Canción y Huayno
21/2/2023 16:06,Comparsa Yambo Kenia,Candombe (Toque de Calle) 1
21/2/2023 16:05,Kevin Sport,Soles of Feet Together Contractions
21/2/2023 16:04,Los Mutantes del Paraná,Caravana
21/2/2023 16:02,Mamady Keïta,Kassa
21/2/2023 16:00,Alerta Pachuca,Se apagan las luces
21/2/2023 15:56,Percussioney,Congas Mix
21/2/2023 15:52,Didgeridoo Haiku,Granta
21/2/2023 15:51,La Chicana,Imposible
21/2/2023 15:49,La Delio Valdez,La Luna y el Pescador
21/2/2023 15:46,Peter Hampel,Rassel: Entspannen und Loslassen
21/2/2023 15:44,Alerta Pachuca,Bruma
21/2/2023 15:41,Cachila,Llamada de Tres
21/2/2023 15:38,La Bomba de Tiempo,Ritual - En Vivo
21/2/2023 15:37,René Aubry,My Body Is My House
21/2/2023 15:35,La Delio Valdez,La Pollera Colora
21/2/2023 15:31,La Chilinga,Toque A Eleggua
21/2/2023 15:29,La Chilinga,Malamakuá
21/2/2023 15:27,La Chilinga,San Dombe
21/2/2023 15:25,La Chilinga,La Llamada
21/2/2023 15:23,La Chilinga,Mongo Kutá
21/2/2023 15:20,La Chilinga,Nunca A Las Dos
21/2/2023 15:17,La Chilinga,Chiruda Stone
21/2/2023 15:15,La Chilinga,De Rumba
21/2/2023 15:12,La Chilinga,Buscando a Coco
21/2/2023 15:09,La Chilinga,Tambores Iyesá
21/2/2023 15:05,La Chilinga,Sacateca
21/2/2023 15:03,La Chilinga,Intro
19/2/2023 15:46,La Renga,Lo Frágil De La Locura
19/2/2023 15:26,Pappo,Ella Es un Angel
19/2/2023 15:26,Viejas Locas,Difícil De Entender
19/2/2023 15:26,Ratones Paranoicos,Juana de Arco
19/2/2023 15:25,Los Piojos,Vine Hasta Aquí
19/2/2023 15:21,Los Piojos,No Parés
19/2/2023 15:16,Los Piojos,Canción de Cuna
19/2/2023 15:16,Los Piojos,Solo y en Paz
19/2/2023 15:16,Los Piojos,Entrando en Tu Ciudad
19/2/2023 15:16,Los Piojos,Al Desierto
19/2/2023 15:16,Los Piojos,Dientes de Cordero
19/2/2023 15:16,Los Piojos,Amor de Perros
19/2/2023 15:13,Los Piojos,Motumbo
19/2/2023 15:10,Pappo,Ella Es un Angel
19/2/2023 15:10,Los Piojos,Canción de Cuna
19/2/2023 15:10,Los Piojos,Canción de Cuna
19/2/2023 15:10,Los Piojos,Motumbo
19/2/2023 15:10,Los Piojos,Solo y en Paz
19/2/2023 15:10,Los Piojos,Entrando en Tu Ciudad
19/2/2023 15:10,Los Piojos,Al Desierto
19/2/2023 15:10,Los Piojos,Dientes de Cordero
19/2/2023 15:10,Los Piojos,Vine Hasta Aquí
19/2/2023 15:10,Los Piojos,Vine Hasta Aquí
19/2/2023 15:10,Los Piojos,No Parés
19/2/2023 15:10,Los Piojos,No Parés
19/2/2023 15:10,Los Piojos,Amor de Perros
19/2/2023 15:10,Los Piojos,Sudestada
19/2/2023 15:09,Los Piojos,Al Desierto
19/2/2023 15:09,Los Piojos,Dientes de Cordero
19/2/2023 15:07,Los Piojos,Solo y en Paz
19/2/2023 15:03,Los Piojos,Amor de Perros
19/2/2023 14:59,Los Piojos,Entrando en Tu Ciudad
19/2/2023 14:55,Los Piojos,No Parés
17/2/2023 01:08,Los Piojos,No Parés
17/2/2023 00:54,Los Piojos,Motumbo
17/2/2023 00:50,Los Piojos,Como Alí
17/2/2023 00:50,Los Piojos,Ando Ganas (Llora Llora)
17/2/2023 00:46,Los Piojos,Ruleta
17/2/2023 00:42,Los Piojos,El Farolito
17/2/2023 00:38,Los Piojos,Bicho de Ciudad
14/2/2023 23:55,Bersuit Vergarabat,Esperando El Impacto
14/2/2023 23:37,Viejas Locas,Aunque A Nadie Ya Le Importe
14/2/2023 23:37,Los Caballeros De La Quema,Rómulo y Remo
14/2/2023 23:36,Bersuit Vergarabat,Vuelos
14/2/2023 23:36,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
14/2/2023 23:36,Los Piojos,Todo Pasa
14/2/2023 23:36,Viejas Locas,Hermanos De Sangre
14/2/2023 23:36,Estelares,El Corazón Sobre Todo - En Vivo
14/2/2023 23:36,Los Caballeros De La Quema,Oxidado
14/2/2023 23:36,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
14/2/2023 23:36,Divididos,Par Mil
14/2/2023 23:36,La Portuaria,Nada Es Igual
14/2/2023 23:36,Intoxicados,Volver a Casa
14/2/2023 23:34,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
14/2/2023 23:31,Divididos,Par Mil
14/2/2023 23:27,Bersuit Vergarabat,Vuelos
14/2/2023 23:27,Viejas Locas,Hermanos De Sangre
14/2/2023 23:27,Los Caballeros De La Quema,Oxidado
14/2/2023 23:22,Viejas Locas,Hermanos De Sangre
14/2/2023 23:22,Los Caballeros De La Quema,Oxidado
14/2/2023 23:17,La Portuaria,Nada Es Igual
14/2/2023 23:14,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
14/2/2023 23:10,Los Piojos,Todo Pasa
14/2/2023 23:04,Viejas Locas,Aunque A Nadie Ya Le Importe
14/2/2023 23:04,Los Caballeros De La Quema,Rómulo y Remo
14/2/2023 23:04,Intoxicados,Volver a Casa
14/2/2023 22:08,Los Caballeros De La Quema,Rómulo y Remo
14/2/2023 21:56,Bersuit Vergarabat,Esperando El Impacto
14/2/2023 21:53,Ratones Paranoicos,La Avispa
14/2/2023 21:50,Los Piojos,Ando Ganas (Llora Llora)
14/2/2023 21:50,Babasónicos,Como Eran Las Cosas
14/2/2023 21:46,Viejas Locas,Nen
14/2/2023 21:41,Los Caballeros De La Quema,Huelga de Princesas
14/2/2023 21:37,Sumo,Banderitas y Globos
14/2/2023 21:34,Pappo,Descortés
14/2/2023 21:34,Los Piojos,Muévelo
14/2/2023 15:20,Los Piojos,Muévelo
14/2/2023 15:09,Intoxicados,Don Electrón
14/2/2023 15:09,Los Caballeros De La Quema,Hasta Estallar
14/2/2023 15:09,Ratones Paranoicos,Juana de Arco
14/2/2023 15:04,Divididos,Pepe Lui
14/2/2023 15:04,Ratones Paranoicos,Tomo y obligo
14/2/2023 15:04,Bersuit Vergarabat,El Viejo De Arriba
14/2/2023 15:04,Viejas Locas,Difícil De Entender
14/2/2023 15:04,Los Piojos,Yira Yira
14/2/2023 14:53,Los Caballeros De La Quema,Patri
14/2/2023 14:49,Viejas Locas,Hombre Suburbano
14/2/2023 14:49,Divididos,Dame Un Limón
13/2/2023 22:46,Divididos,Dame Un Limón
13/2/2023 22:28,Andrés Calamaro,La parte de atrás
13/2/2023 22:25,Andrés Calamaro,No va más
13/2/2023 22:06,Andrés Calamaro,Para qué
13/2/2023 22:04,Andrés Calamaro,El ritmo del lunes
13/2/2023 22:01,Andrés Calamaro,Hay
13/2/2023 21:57,Andrés Calamaro,Las heridas
13/2/2023 21:55,Andrés Calamaro,No son horas
13/2/2023 21:50,Andrés Calamaro,Aquellos besos
13/2/2023 21:46,Andrés Calamaro,Naranjo en flor
13/2/2023 21:42,Andrés Calamaro,Hacer el tonto
13/2/2023 21:39,Andrés Calamaro,Me pierdo
13/2/2023 21:34,Andrés Calamaro,Mi quebranto
13/2/2023 21:22,Andrés Calamaro,Eclipsado
13/2/2023 21:18,Andrés Calamaro,Voy a dormir
13/2/2023 21:15,Andrés Calamaro,Negrita
13/2/2023 21:15,Andrés Calamaro,Mi propia trampa
13/2/2023 21:15,Andrés Calamaro,Victoria y Soledad
13/2/2023 21:12,Andrés Calamaro,El tren que pasa
13/2/2023 21:09,Andrés Calamaro,No tan Buenos Aires
13/2/2023 21:01,Andrés Calamaro,Con Abuelo
12/2/2023 06:54,Andrés Calamaro,Con Abuelo
12/2/2023 06:01,Andrés Calamaro,Paloma
12/2/2023 05:54,Andrés Calamaro,Ansia en Plaza Francia
12/2/2023 05:51,Andrés Calamaro,Veneno
12/2/2023 05:45,Andrés Calamaro,Las dos cosas
12/2/2023 05:40,Andrés Calamaro,Son las nueve
12/2/2023 05:37,Andrés Calamaro,Socio de la soledad
12/2/2023 05:33,Andrés Calamaro,Una bomba
12/2/2023 05:29,Andrés Calamaro,Maradona
12/2/2023 05:27,Andrés Calamaro,Jugar con fuego
12/2/2023 05:24,Andrés Calamaro,Prefiero dormir
12/2/2023 05:20,Andrés Calamaro,Cuando te conocí
12/2/2023 05:16,Andrés Calamaro,Más duele
12/2/2023 05:13,Andrés Calamaro,Los aviones
12/2/2023 05:09,Andrés Calamaro,Clonazepán y circo
12/2/2023 05:06,Andrés Calamaro,La parte de adelante
12/2/2023 05:01,Andrés Calamaro,Te quiero igual
12/2/2023 04:57,Andrés Calamaro,Falso LV
12/2/2023 04:55,Andrés Calamaro,Mi Ranchera
12/2/2023 04:52,Andrés Calamaro,Siete Vidas
12/2/2023 04:48,Andrés Calamaro,Las Rimas
12/2/2023 04:45,Andrés Calamaro,Diego Armando Canciones
12/2/2023 04:41,Andrés Calamaro,Cuarteles De Invierno
12/2/2023 04:38,Andrés Calamaro,Transito Lento
12/2/2023 04:34,Andrés Calamaro,Verdades Afiladas
12/2/2023 04:31,Andrés Calamaro,Transito Lento
12/2/2023 04:29,Andrés Calamaro,Verdades Afiladas
12/2/2023 04:25,Andrés Calamaro,Verdades Afiladas
12/2/2023 04:25,Babasónicos,Carismático
12/2/2023 04:23,Viejas Locas,Nen
12/2/2023 04:19,Don Osvaldo,Misterios
12/2/2023 04:16,Los Piojos,Vine Hasta Aquí
12/2/2023 04:12,Los Rodriguez,Diez años después
12/2/2023 04:08,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor
12/2/2023 04:05,Sumo,Regtest
12/2/2023 04:02,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
12/2/2023 03:59,Nonpalidece,Tu Presencia
12/2/2023 03:55,Los Piojos,Civilización
12/2/2023 03:51,La Vela Puerca,El Viejo
12/2/2023 03:48,Los Rodriguez,Para no olvidar
12/2/2023 03:44,Sumo,No Tan Distintos
12/2/2023 03:41,No Te Va Gustar,Ese Maldito Momento
12/2/2023 03:38,Los Piojos,Ruleta
12/2/2023 03:34,Los Piojos,Llevátelo
12/2/2023 03:30,Los Piojos,El Viejo - En Vivo
12/2/2023 03:26,Los Piojos,Olvidate (Ya Ves) - En Vivo
12/2/2023 03:22,Los Piojos,A Veces
