Fecha_Hora,Artista,Tema
29/12/2022 21:35,Skay Beilinson,Lejos de Casa
29/12/2022 21:35,La Renga,A La Carga Mi Rock'n Roll
29/12/2022 21:35,Patricio Rey y sus Redonditos de Ricota,Todo un Palo
29/12/2022 21:35,Los Piojos,Un Buen Día
29/12/2022 21:27,Kapanga,El Universal
29/12/2022 21:27,La 25,Olfato de Ratón
29/12/2022 21:04,Kapanga,El Universal
29/12/2022 20:47,Skay Beilinson,El Ojo Testigo
29/12/2022 20:42,Attaque 77,La Colina de la Vida
29/12/2022 20:37,La Renga,Cuando Estés Acá
29/12/2022 20:36,Los Piojos,Labios de Seda
29/12/2022 20:36,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
29/12/2022 20:36,Intoxicados,Volver a Casa
27/12/2022 23:55,Intoxicados,Volver a Casa
27/12/2022 23:37,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
27/12/2022 23:37,La Renga,Voy A Bailar A La Nave Del Olvido - Live
27/12/2022 23:36,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
27/12/2022 23:32,Los Piojos,Luz de Marfil
27/12/2022 23:27,Almafuerte,El Visitante
27/12/2022 23:22,Spinetta Y Los Socios Del Desierto,Cheques
27/12/2022 23:18,Skay Beilinson,El Golem de Paternal
27/12/2022 23:14,La Renga,Hablando De La Libertad
27/12/2022 23:08,Los Caballeros De La Quema,Patri
27/12/2022 23:05,Patricio Rey y sus Redonditos de Ricota,La Hija del Fletero
27/12/2022 23:05,Callejeros,Pompeya
27/12/2022 23:04,Los Piojos,María y José
27/12/2022 23:04,La Renga,Bien Alto
27/12/2022 23:04,Cuentos Borgeanos,Eternidad
27/12/2022 23:00,Skay Beilinson,Oda a la Sin Nombre
27/12/2022 23:00,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo
27/12/2022 23:00,Los Piojos,Vine Hasta Aquí
27/12/2022 23:00,Los Gardelitos,Mezclas Raras
27/12/2022 22:55,La Renga,Lo Frágil De La Locura
27/12/2022 22:55,Skay Beilinson,Flores Secas
27/12/2022 22:55,Piti Fernández,EN CUERO Y EN PATAS
27/12/2022 20:05,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
27/12/2022 18:58,Los Piojos,Fijate
27/12/2022 18:58,La Renga,Luciendo Mi Saquito Blusero
27/12/2022 18:58,Los Gardelitos,Sortilegio de Arrabal (En Vivo)
27/12/2022 18:58,Viejas Locas,Adrenalina
27/12/2022 18:58,Skay Beilinson,Ya Lo Sabes
27/12/2022 18:58,Skay Beilinson,Aves Migratorias
27/12/2022 18:58,Intoxicados,Mi Inteligencia Intrapersonal
27/12/2022 18:04,Skay Beilinson,Aves Migratorias
27/12/2022 17:49,Patricio Rey y sus Redonditos de Ricota,Me Matan Limón!
27/12/2022 17:45,La Renga,El Final Es En Donde Partí
27/12/2022 17:41,Los Piojos,Civilización
27/12/2022 17:22,Catupecu Machu,Para Vestirte Hoy
27/12/2022 17:05,Viejas Locas,Aunque A Nadie Ya Le Importe
27/12/2022 04:13,Viejas Locas,Aunque A Nadie Ya Le Importe
27/12/2022 04:01,Los Visitantes,Noche Azul
27/12/2022 04:01,Las Pelotas,Será
27/12/2022 04:01,La Renga,San Miguel
27/12/2022 04:01,Los Piojos,Bicho de Ciudad
27/12/2022 03:55,Los Visitantes,Noche Azul
27/12/2022 03:55,Las Pelotas,Será
27/12/2022 03:55,Las Pelotas,Será
27/12/2022 03:55,La Renga,San Miguel
27/12/2022 03:55,La Renga,San Miguel
27/12/2022 03:55,Los Piojos,Bicho de Ciudad
27/12/2022 03:50,Los Caballeros De La Quema,Sapo de Otro Pozo
27/12/2022 03:50,La Vela Puerca,Llenos De Magia
27/12/2022 03:50,La 25,Hasta La Victoria
27/12/2022 03:45,Los Gardelitos,Anabel
27/12/2022 03:45,La Renga,Voy A Bailar A La Nave Del Olvido - Live
27/12/2022 03:40,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
27/12/2022 03:36,Los Piojos,Luz de Marfil
27/12/2022 03:31,La Renga,Hablando De La Libertad
27/12/2022 03:31,Skay Beilinson,El Golem de Paternal
27/12/2022 03:31,Spinetta Y Los Socios Del Desierto,Cheques
27/12/2022 03:31,Almafuerte,El Visitante
27/12/2022 03:24,Los Caballeros De La Quema,Patri
27/12/2022 03:21,La Renga,Hablando De La Libertad
27/12/2022 03:21,Los Caballeros De La Quema,Patri
27/12/2022 03:17,Callejeros,Pompeya
27/12/2022 00:55,Callejeros,Pompeya
27/12/2022 00:32,Patricio Rey y sus Redonditos de Ricota,La Hija del Fletero
27/12/2022 00:30,Los Piojos,María y José
27/12/2022 00:26,Cuentos Borgeanos,Eternidad
27/12/2022 00:25,La Renga,Bien Alto
27/12/2022 00:21,Skay Beilinson,Oda a la Sin Nombre
27/12/2022 00:21,Los Gardelitos,Mezclas Raras
27/12/2022 00:20,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo
27/12/2022 00:20,Los Piojos,Vine Hasta Aquí
27/12/2022 00:15,Piti Fernández,EN CUERO Y EN PATAS
27/12/2022 00:13,La Renga,Lo Frágil De La Locura
27/12/2022 00:12,Skay Beilinson,Flores Secas
25/12/2022 01:26,Los Caballeros De La Quema,Oxidado
25/12/2022 01:20,La Vela Puerca,Por La Ciudad
25/12/2022 01:18,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos
25/12/2022 01:15,Los Piojos,Media Caña
25/12/2022 01:09,La Renga,Veneno
25/12/2022 01:05,Juan Carlos Baglietto,Un Loco En La Calesita
25/12/2022 00:59,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
25/12/2022 00:54,Bersuit Vergarabat,Murguita Del Sur
25/12/2022 00:50,La Renga,Hablando De La Libertad
25/12/2022 00:44,La Renga,Corazón Fugitivo
25/12/2022 00:40,La Renga,En El Baldío
25/12/2022 00:36,La Renga,En los Brazos del Sol
25/12/2022 00:31,La Renga,A Tu Lado
25/12/2022 00:27,La Renga,El Final Es En Donde Partí
25/12/2022 00:23,La Renga,La Razón Que Te Demora
25/12/2022 00:18,Indio Solari,El Callejón de los Milagros
25/12/2022 00:16,Indio Solari,El Tesoro de los Inocentes
25/12/2022 00:11,Patricio Rey y sus Redonditos de Ricota,Ji Ji Ji
25/12/2022 00:06,Patricio Rey y sus Redonditos de Ricota,Todo un Palo
24/12/2022 23:58,Patricio Rey y sus Redonditos de Ricota,Rock para el Negro Atila
24/12/2022 23:54,Patricio Rey y sus Redonditos de Ricota,Gualicho
24/12/2022 23:49,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
24/12/2022 23:46,Los Piojos,Pacífico
24/12/2022 23:42,La Renga,Tripa Y Corazón
24/12/2022 23:39,Pappo's Blues,Tomé Demasiado
24/12/2022 23:37,Ricardo Mollo,Una y Otra Vez
24/12/2022 23:35,Bersuit Vergarabat,Esperando El Impacto
24/12/2022 23:31,Ivan Noble,No Cuentes Conmigo
24/12/2022 23:27,Los Piojos,Ruleta
24/12/2022 23:22,La Renga,El Twist Del Pibe
24/12/2022 23:19,Los Piojos,San Jauretche
24/12/2022 23:14,Los Piojos,Merecido
24/12/2022 23:10,Los Piojos,Mi Babe
24/12/2022 23:05,Los Piojos,Media Caña
24/12/2022 23:00,Los Piojos,La Luna y la Cabra
24/12/2022 22:57,Los Piojos,Morella
24/12/2022 22:52,Los Piojos,Ruleta
24/12/2022 22:48,Los Piojos,Reggae Rojo y Negro
24/12/2022 22:44,Los Piojos,Fijate
24/12/2022 22:40,Los Piojos,Globalización
24/12/2022 22:36,Los Piojos,Vine Hasta Aquí
24/12/2022 22:32,Los Piojos,Media Caña
24/12/2022 22:32,Los Piojos,Fijate
24/12/2022 22:32,Los Piojos,La Luna y la Cabra
24/12/2022 22:32,Los Piojos,Ruleta
24/12/2022 22:32,Los Piojos,Mi Babe
24/12/2022 22:32,Los Piojos,Morella
24/12/2022 22:32,Los Piojos,Globalización
24/12/2022 22:32,Los Piojos,Reggae Rojo y Negro
24/12/2022 22:31,Los Piojos,Media Caña
24/12/2022 22:26,Los Piojos,La Luna y la Cabra
24/12/2022 22:26,Los Piojos,Morella
24/12/2022 22:25,Los Piojos,Ruleta
24/12/2022 21:55,Los Piojos,La Luna y la Cabra
24/12/2022 21:55,Los Piojos,Morella
24/12/2022 21:51,Los Piojos,Ruleta
24/12/2022 21:47,Los Piojos,Reggae Rojo y Negro
24/12/2022 21:43,Los Piojos,Fijate
24/12/2022 21:39,Los Piojos,Globalización
24/12/2022 21:35,Los Piojos,Vine Hasta Aquí
24/12/2022 21:30,Los Piojos,Luz de Marfil
2/12/2022 22:53,Las Pelotas,Cuándo Podrás Amar
2/12/2022 22:41,Los Piojos,Bicho de Ciudad
2/12/2022 22:28,La Renga,El Viento Que Todo Empuja
2/12/2022 17:34,La Renga,El Viento Que Todo Empuja
2/12/2022 17:18,Árbol,Jijiji
2/12/2022 17:15,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
2/12/2022 17:10,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
2/12/2022 17:08,Las Pelotas,Será
2/12/2022 16:53,Bersuit Vergarabat,Murguita Del Sur
2/12/2022 16:52,La Renga,San Miguel
2/12/2022 16:49,Los Piojos,Vine Hasta Aquí
2/12/2022 16:44,La Vela Puerca,El Viejo
2/12/2022 16:44,Los Twist,El Primero Te Lo Regala
2/12/2022 16:41,Las Pelotas,Si Supieras
2/12/2022 16:37,Las Pelotas,Si Supieras
2/12/2022 16:24,Bersuit Vergarabat,Esperando El Impacto
2/12/2022 16:20,La Renga,Hablando De La Libertad
2/12/2022 16:14,Los Piojos,Pacífico
2/12/2022 16:09,La 25,Chica Suburbana
2/12/2022 16:07,Piti Fernández,EN CUERO Y EN PATAS
2/12/2022 16:04,Ivan Noble,No Cuentes Conmigo
2/12/2022 16:00,La Vela Puerca,Llenos De Magia
30/11/2022 01:08,La Vela Puerca,Llenos De Magia
30/11/2022 00:58,La Renga,Tripa Y Corazón
30/11/2022 00:55,Los Piojos,Ruleta
30/11/2022 00:51,Los Piojos,No Parés
30/11/2022 00:46,Los Piojos,Canción de Cuna
30/11/2022 00:46,Los Piojos,Al Desierto
30/11/2022 00:41,Los Piojos,Dientes de Cordero
30/11/2022 00:38,Los Piojos,Solo y en Paz
30/11/2022 00:34,Los Piojos,Solo y en Paz
30/11/2022 00:34,Los Piojos,Dientes de Cordero
30/11/2022 00:33,Los Piojos,Amor de Perros
30/11/2022 00:31,Los Piojos,Entrando en Tu Ciudad
30/11/2022 00:28,Los Piojos,Motumbo
27/11/2022 19:16,Las Pelotas,Personalmente
27/11/2022 19:01,Patricio Rey y sus Redonditos de Ricota,Caña Seca y un Membrillo
27/11/2022 18:51,Los Piojos,Fantasma
26/11/2022 17:14,Los Piojos,Fantasma
26/11/2022 16:58,La 25,Andrajoso
26/11/2022 16:57,Los Gardelitos,Anabel
26/11/2022 16:57,La 25,Chica Suburbana
26/11/2022 16:57,Skay Beilinson,Oda a la Sin Nombre
26/11/2022 16:57,Riff,Satiros Sueltos
26/11/2022 16:57,Catupecu Machu,A Veces Vuelvo - Acustico
26/11/2022 16:57,La Vela Puerca,Por La Ciudad
26/11/2022 16:57,Callejeros,Lo Que Hay
26/11/2022 16:57,Callejeros,Rehén
26/11/2022 16:57,Los Piojos,Unbekannt
26/11/2022 16:57,Los Piojos,Basta de Penas
26/11/2022 16:57,Los Gardelitos,Corazon Bailando Al Viento
26/11/2022 16:51,Viejas Locas,Lo Artesanal
26/11/2022 16:47,Callejeros,El Nudo
26/11/2022 16:47,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
26/11/2022 16:43,Jóvenes Pordioseros,Todavia No Puedo Olvidarte - En Vivo
26/11/2022 16:43,La 25,Olfato de Ratón
26/11/2022 16:42,La Renga,El Viento Que Todo Empuja
26/11/2022 16:37,Los Piojos,Cruces y Flores
26/11/2022 06:33,Los Piojos,Cruces y Flores
26/11/2022 06:19,La Vela Puerca,En EL Limbo
26/11/2022 06:17,Patricio Rey y sus Redonditos de Ricota,Una Piba Con la Remera de Greenpeace
26/11/2022 06:13,Los Caballeros De La Quema,Sapo de Otro Pozo
26/11/2022 06:09,Callejeros,Pompeya
26/11/2022 06:07,La Renga,A La Carga Mi Rock'n Roll
26/11/2022 06:03,Los Piojos,Labios de Seda
26/11/2022 05:59,Árbol,Soy La Zoila
26/11/2022 05:56,Viejas Locas,Adrenalina
26/11/2022 05:52,Kapanga,Desearia
26/11/2022 05:49,Patricio Rey y sus Redonditos de Ricota,Me Matan Limón!
26/11/2022 05:45,Los Gardelitos,Puño y Letra
26/11/2022 05:42,Los Piojos,Reggae Rojo y Negro
26/11/2022 05:37,La Renga,San Miguel
26/11/2022 05:34,Almafuerte,Convide Rutero
26/11/2022 05:30,Piti Fernández,EN CUERO Y EN PATAS
26/11/2022 05:28,Fito Paez,Polaroid De Locura Ordinaria
26/11/2022 05:24,Mancha De Rolando,Arde la Ciudad
26/11/2022 05:20,Los Piojos,Fijate
26/11/2022 05:16,La Renga,Voy A Bailar A La Nave Del Olvido - Live
26/11/2022 05:11,Intoxicados,De La Guitarra
26/11/2022 05:06,La Renga,Oscuro diamante
26/11/2022 04:15,La Renga,Oscuro diamante
26/11/2022 03:57,Skay Beilinson,El Ojo Testigo
25/11/2022 23:45,Skay Beilinson,El Ojo Testigo
25/11/2022 23:32,Los Gardelitos,Sortilegio de Arrabal (En Vivo)
25/11/2022 23:29,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
25/11/2022 23:25,Los Piojos,Civilización
25/11/2022 23:21,Viejas Locas,Hombre Suburbano
25/11/2022 23:18,La Renga,El Final Es En Donde Partí
25/11/2022 23:14,Los Caballeros De La Quema,Patri
25/11/2022 23:10,Skay Beilinson,Aves Migratorias
25/11/2022 23:07,Patricio Rey y sus Redonditos de Ricota,La Hija del Fletero
25/11/2022 23:03,Los Gardelitos,Mezclas Raras
25/11/2022 23:00,Los Piojos,Bicho de Ciudad
25/11/2022 22:55,La Renga,Veneno
25/11/2022 22:50,Las Pastillas del Abuelo,Tantas Escaleras
25/11/2022 22:45,Bersuit Vergarabat,Desconexión Sideral
25/11/2022 22:40,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos
25/11/2022 22:37,Los Caballeros De La Quema,Oxidado
25/11/2022 22:31,Los Piojos,Luz de Marfil
25/11/2022 22:26,La Renga,Hablando De La Libertad
25/11/2022 22:20,Spinetta Y Los Socios Del Desierto,Cheques
25/11/2022 22:16,Intoxicados,Mi Inteligencia Intrapersonal
25/11/2022 22:07,Skay Beilinson,Flores Secas
25/11/2022 22:01,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo
25/11/2022 21:58,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
25/11/2022 16:36,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
25/11/2022 16:25,La Renga,A Tu Lado
25/11/2022 16:11,Los Piojos,Vine Hasta Aquí
25/11/2022 16:06,Árbol,Jijiji
25/11/2022 16:03,Ricardo Mollo,Una y Otra Vez
25/11/2022 15:59,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
25/11/2022 15:56,Bersuit Vergarabat,Murguita Del Sur
25/11/2022 15:51,Ivan Noble,No Cuentes Conmigo
23/11/2022 23:59,Ivan Noble,No Cuentes Conmigo
23/11/2022 23:46,La Renga,El Twist Del Pibe
23/11/2022 23:43,Los Piojos,Pacífico
23/11/2022 23:38,La 25,Hasta La Victoria
23/11/2022 23:38,Cuentos Borgeanos,Eternidad
23/11/2022 23:35,Bersuit Vergarabat,Esperando El Impacto
23/11/2022 23:31,La Vela Puerca,Llenos De Magia
23/11/2022 23:27,La Renga,Tripa Y Corazón
22/11/2022 13:08,La Renga,Tripa Y Corazón
22/11/2022 12:56,Los Piojos,Ruleta
22/11/2022 12:52,Los Piojos,No Parés
20/11/2022 00:19,Los Piojos,No Parés
20/11/2022 00:02,Los Piojos,Canción de Cuna
20/11/2022 00:02,Los Piojos,Solo y en Paz
20/11/2022 00:02,Los Piojos,Entrando en Tu Ciudad
20/11/2022 00:02,Los Piojos,Al Desierto
20/11/2022 00:02,Los Piojos,Dientes de Cordero
20/11/2022 00:02,Los Piojos,Amor de Perros
19/11/2022 23:59,Los Piojos,Motumbo
19/11/2022 23:49,Los Piojos,Motumbo
19/11/2022 23:49,Los Piojos,Entrando en Tu Ciudad
19/11/2022 23:49,Los Piojos,Sudestada
19/11/2022 23:48,Los Piojos,Como Alí
19/11/2022 23:48,Los Piojos,Langostas
19/11/2022 23:48,Los Piojos,No Parés
19/11/2022 23:48,Los Piojos,Guadalupe
17/11/2022 13:24,Los Piojos,No Parés
17/11/2022 13:09,Los Piojos,Canción de Cuna
17/11/2022 13:09,Los Piojos,Motumbo
17/11/2022 13:09,Los Piojos,Solo y en Paz
17/11/2022 13:09,Los Piojos,Entrando en Tu Ciudad
17/11/2022 13:09,Los Piojos,Al Desierto
17/11/2022 13:09,Los Piojos,Dientes de Cordero
17/11/2022 13:09,Los Piojos,Amor de Perros
17/11/2022 13:05,Gustavo Cerati,Artefacto
17/11/2022 13:05,Los Piojos,Sudestada
16/11/2022 18:18,Divididos,Sábado
15/11/2022 11:40,Divididos,Guanuqueando - En Vivo
14/11/2022 22:09,Divididos,Guanuqueando - En Vivo
14/11/2022 21:55,Divididos,El Arriero
14/11/2022 21:53,Divididos,Par Mil
14/11/2022 21:50,Los Piojos,Unbekannt
14/11/2022 21:49,Los Piojos,Cruces y Flores
14/11/2022 21:49,Los Piojos,Difícil
14/11/2022 21:49,Los Piojos,Un Buen Día
14/11/2022 21:49,Los Piojos,Pollo Viejo
14/11/2022 21:49,Los Piojos,Bicho de Ciudad
14/11/2022 21:49,Los Piojos,Basta de Penas
14/11/2022 21:44,Los Piojos,Civilización
14/11/2022 21:43,Los Piojos,Pacífico
14/11/2022 21:38,Los Caballeros De La Quema,Patri
14/11/2022 21:38,La Renga,El Twist Del Pibe
14/11/2022 21:38,Los Piojos,Civilización
14/11/2022 21:38,Los Piojos,Reggae Rojo y Negro
14/11/2022 21:35,Viejas Locas,Hermanos De Sangre
14/11/2022 21:35,Almafuerte,Convide Rutero
14/11/2022 21:34,Los Piojos,Motumbo
14/11/2022 21:34,Árbol,Jijiji
14/11/2022 21:30,Los Gardelitos,Los Querandies
14/11/2022 21:30,Viejas Locas,Hombre Suburbano
14/11/2022 21:30,La Renga,Veneno
14/11/2022 21:30,Los Piojos,Basta de Penas
14/11/2022 21:30,Almafuerte,El Visitante
14/11/2022 21:30,Intoxicados,Mi Inteligencia Intrapersonal
14/11/2022 21:26,Catupecu Machu,Hechizos
14/11/2022 21:26,Los Gardelitos,No Puedo Parar Mi Moto
14/11/2022 21:26,La Renga,Lo Frágil De La Locura
14/11/2022 21:26,Árbol,Ya Lo Sabemos
14/11/2022 21:26,Los Caballeros De La Quema,Hasta Estallar
14/11/2022 21:21,Los Piojos,Genius (El Mendigo de Dock Sud) - En Vivo
14/11/2022 21:16,La Renga,Panic Show
14/11/2022 21:13,La Renga,Panic Show
14/11/2022 21:13,Almafuerte,A Vos Amigo
14/11/2022 21:13,Los Gardelitos,Sortilegio de Arrabal (En Vivo)
14/11/2022 21:13,La 25,Hasta La Victoria
14/11/2022 21:13,Los Piojos,Genius (El Mendigo de Dock Sud) - En Vivo
14/11/2022 21:09,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
14/11/2022 19:35,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
14/11/2022 19:16,Los Piojos,Fantasma
14/11/2022 19:11,La Renga,Hablando De La Libertad
14/11/2022 19:05,Pappo's Blues,Tomé Demasiado
14/11/2022 19:03,Callejeros,Prohibido
14/11/2022 18:59,Callejeros,Prohibido
14/11/2022 18:59,Los Gardelitos,Puño y Letra
14/11/2022 18:59,Los Caballeros De La Quema,Patri
14/11/2022 18:59,Pappo's Blues,Tomé Demasiado
14/11/2022 18:55,Los Piojos,Reggae Rojo y Negro
14/11/2022 18:51,La Renga,El Twist Del Pibe
14/11/2022 18:48,Almafuerte,Convide Rutero
14/11/2022 18:44,Bersuit Vergarabat,Murguita Del Sur
14/11/2022 06:13,Viejas Locas,Hermanos De Sangre
14/11/2022 06:09,Árbol,Jijiji
14/11/2022 06:06,Los Piojos,Motumbo
14/11/2022 06:02,La Renga,Veneno
14/11/2022 05:58,Almafuerte,El Visitante
14/11/2022 05:53,Los Gardelitos,Los Querandies
14/11/2022 05:49,Intoxicados,Mi Inteligencia Intrapersonal
14/11/2022 04:20,Intoxicados,Mi Inteligencia Intrapersonal
14/11/2022 02:11,Viejas Locas,Hombre Suburbano
14/11/2022 02:08,Los Piojos,Basta de Penas
14/11/2022 02:04,La Renga,Lo Frágil De La Locura
14/11/2022 02:00,Catupecu Machu,Hechizos
14/11/2022 01:55,Árbol,Ya Lo Sabemos
14/11/2022 01:52,Los Gardelitos,No Puedo Parar Mi Moto
14/11/2022 01:47,Los Caballeros De La Quema,Hasta Estallar
14/11/2022 01:42,Los Piojos,Genius (El Mendigo de Dock Sud) - En Vivo
14/11/2022 01:37,La Renga,Panic Show
14/11/2022 01:34,La 25,Hasta La Victoria
14/11/2022 01:30,Almafuerte,A Vos Amigo
14/11/2022 00:51,Almafuerte,A Vos Amigo
14/11/2022 00:41,Los Gardelitos,Sortilegio de Arrabal (En Vivo)
14/11/2022 00:26,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
13/11/2022 16:31,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
13/11/2022 16:28,Los Piojos,Fantasma
13/11/2022 16:10,La Renga,Hablando De La Libertad
12/11/2022 23:52,La Renga,Hablando De La Libertad
12/11/2022 23:36,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
12/11/2022 23:36,Los Piojos,Fantasma
12/11/2022 23:14,Los Piojos,Fantasma
12/11/2022 23:09,La Renga,Hablando De La Libertad
12/11/2022 23:01,Callejeros,Prohibido
12/11/2022 23:01,Pappo's Blues,Tomé Demasiado
12/11/2022 22:57,Callejeros,Prohibido
12/11/2022 22:57,Los Gardelitos,Puño y Letra
12/11/2022 22:57,Los Caballeros De La Quema,Patri
12/11/2022 22:57,Pappo's Blues,Tomé Demasiado
12/11/2022 22:53,Los Piojos,Reggae Rojo y Negro
12/11/2022 21:28,Los Piojos,Reggae Rojo y Negro
12/11/2022 17:53,Los Piojos,Reggae Rojo y Negro
12/11/2022 17:39,La Renga,El Twist Del Pibe
12/11/2022 17:35,Almafuerte,Convide Rutero
12/11/2022 17:31,Bersuit Vergarabat,Murguita Del Sur
12/11/2022 17:27,Ivan Noble,No Cuentes Conmigo
12/11/2022 17:23,La Vela Puerca,Llenos De Magia
12/11/2022 17:19,Los Piojos,Luz de Marfil
12/11/2022 17:13,La Renga,Tripa Y Corazón
12/11/2022 17:10,Piti Fernández,EN CUERO Y EN PATAS
12/11/2022 17:08,Viejas Locas,Aunque A Nadie Ya Le Importe
12/11/2022 17:04,La 25,Chica Suburbana
12/11/2022 17:02,Bersuit Vergarabat,Esperando El Impacto
12/11/2022 16:58,Los Piojos,Media Caña
12/11/2022 16:53,La Renga,La Razón Que Te Demora
12/11/2022 16:49,Los Piojos,Little Red Rooster (Zapada) - En Vivo
12/11/2022 16:42,Los Piojos,El Balneario de los Doctores Crotos - En Vivo
12/11/2022 16:37,Los Piojos,Genius (El Mendigo de Dock Sud) - En Vivo
12/11/2022 16:32,Los Piojos,Morella - En Vivo
12/11/2022 16:27,Los Piojos,Fíjate - En Vivo
12/11/2022 16:23,Los Piojos,Y Que Más - En Vivo
12/11/2022 16:18,Los Piojos,El Farolito (La Rubia Tarada) - En Vivo
12/11/2022 16:11,Los Piojos,Pensar en Nada - En Vivo
12/11/2022 16:04,Los Piojos,Llévatelo - En Vivo
12/11/2022 15:58,Los Piojos,Extraña Soledad - En Vivo
12/11/2022 15:53,Los Piojos,El Rey del Blues (B. B. King) - En Vivo
12/11/2022 15:49,Los Piojos,Labios de Seda - En Vivo
12/11/2022 15:44,Los Piojos,Muy Despacito - En Vivo
12/11/2022 15:38,Los Piojos,Yira Yira - En Vivo
12/11/2022 15:35,Los Piojos,Cancheros - En Vivo
12/11/2022 15:31,Los Piojos,A Veces - En Vivo
12/11/2022 15:26,Los Piojos,Taxi Boy - En Vivo
12/11/2022 15:21,Los Piojos,Ximenita - En Vivo
12/11/2022 15:19,Los Piojos,Babilonia - En Vivo
12/11/2022 15:16,Los Piojos,Es Sólo Rock & Roll (It´s Only Rock & Roll) - En Vivo
12/11/2022 15:15,Los Piojos,Around & Around / Zapatos de Gamuza Azul - En Vivo
12/11/2022 15:10,Los Piojos,Todo Pasa - En Vivo
12/11/2022 15:04,Los Piojos,Cruel - En Vivo
12/11/2022 15:00,Los Piojos,Ando Ganas (Llora Llora) - En Vivo
12/11/2022 14:54,Los Piojos,Maradó - En Vivo
12/11/2022 14:50,Los Piojos,Intro Maradó - En Vivo
12/11/2022 14:47,Los Piojos,Tan Solo - En Vivo
12/11/2022 14:43,Los Piojos,Arco - En Vivo
12/11/2022 14:38,Los Piojos,Agua - En Vivo
12/11/2022 14:33,Los Piojos,Angelito - En Vivo
12/11/2022 14:26,Los Piojos,Ay Ay Ay - En Vivo
12/11/2022 14:20,Los Piojos,Desde Lejos No Se Ve - En Vivo
12/11/2022 14:16,Los Piojos,Chac Tu Chac - En Vivo
12/11/2022 14:12,Los Piojos,Olvidate (Ya Ves) - En Vivo
11/11/2022 21:44,Los Caballeros De La Quema,Hasta Estallar
11/11/2022 21:32,Los Gardelitos,Hojas del Otoño
11/11/2022 21:32,Los Piojos,Al Desierto
11/11/2022 21:32,Skay Beilinson,Aves Migratorias
11/11/2022 21:32,El Soldado,Boleto de Empeño
11/11/2022 21:27,Los Gardelitos,Anabel
11/11/2022 21:27,Los Gardelitos,Anabel
11/11/2022 21:27,Intoxicados,De La Guitarra
11/11/2022 21:27,La Renga,A La Carga Mi Rock'n Roll
11/11/2022 21:27,La Renga,A La Carga Mi Rock'n Roll
11/11/2022 21:27,Riff,Satiros Sueltos
11/11/2022 21:27,Skay Beilinson,Ángeles Caidos
11/11/2022 21:27,La 25,Hasta La Victoria
11/11/2022 21:27,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor
11/11/2022 21:27,Los Piojos,Sudestada
11/11/2022 21:27,Intoxicados,Volver a Casa
11/11/2022 21:26,Skay Beilinson,Oda a la Sin Nombre
11/11/2022 21:26,Viejas Locas,Aunque A Nadie Ya Le Importe
11/11/2022 21:26,Gustavo Cerati,Adiós
11/11/2022 21:22,Los Piojos,Motumbo
11/11/2022 21:22,Viejas Locas,Aunque A Nadie Ya Le Importe
11/11/2022 21:22,Gustavo Cerati,Adiós
11/11/2022 21:22,Los Gardelitos,Nadie Cree en Mi Canción
11/11/2022 21:19,Los Gardelitos,Nadie Cree en Mi Canción
11/11/2022 21:18,Los Piojos,Motumbo
11/11/2022 21:06,La Renga,El Final Es En Donde Partí
11/11/2022 21:02,Kapanga,Desearia
11/11/2022 21:02,La 25,Chica Suburbana
11/11/2022 21:02,Los Gardelitos,No Puedo Parar Mi Moto
11/11/2022 21:02,Viejas Locas,Hermanos De Sangre
11/11/2022 21:02,Skay Beilinson,El Ojo Testigo
11/11/2022 21:02,La Renga,Veneno
11/11/2022 21:02,Los Gardelitos,Seras Mi Mujer
11/11/2022 21:02,Árbol,Ya Lo Sabemos
11/11/2022 21:02,Los Piojos,Yira Yira
11/11/2022 21:02,Piti Fernández,EN CUERO Y EN PATAS
11/11/2022 21:01,La Renga,Lo Frágil De La Locura
11/11/2022 21:01,Los Piojos,Globalización
